genepair	stat	globalCor	pval	nperm	globalCorMin	globalCorMax	fdr	sigCluster	startCor	branchpointCor	endCor
Apoe_Mat2b	0.18602748718997	-0.0459361928511936	0.000317460317460317	63000	-0.141586842651131	0.0491596613414534	0.0847389558232932	2	0.079308266563927	0.0924551849303274	-0.27331609100078
Orc6_Rpa2	0.18993567095643	0.191124083041241	0.0003125	64000	0.0934319974302716	0.289128020323188	0.0847389558232932	8	0.484971456490768	0.374707357525886	0.0183630319571033
Rogdi_Spc24	0.185917962246122	-0.0459183475147807	0.000317460317460317	63000	-0.141586842651131	0.0491596613414534	0.0847389558232932	5	0.148695899752705	-0.151491398506788	0.0344803072274312
Mcm7_Serpina1b	0.187256686497855	-0.0134237567719518	0.000323076923076923	65000	-0.111574167161683	0.0846485581851611	0.0852115384615384	4	-0.257366557895967	-0.198052533562389	0.139659424873514
Ddx52_Tmem150a	0.186748211301215	-0.123187240690477	0.000328125	64000	-0.222644601114326	-0.0252956760219812	0.0855248161764706	2	-0.00380867366325341	0.0797411277985651	-0.292859844090443
Exosc2_Gm13394	0.185582015502584	0.0252651092576305	0.000333333333333333	63000	-0.0747219572906327	0.120106004832022	0.0858720930232558	3	-0.278643265912074	-0.0911122446433452	0.288153965435826
Mcm7_Zwint	0.184272013382384	0.0297301537773277	0.00034375	64000	-0.0701901252742616	0.127294848422419	0.0875377155172414	4	-0.309795484066865	-0.0316643099439602	0.205635215398102
Idh3a_Myc	0.18566048685305	0.000719820797485115	0.000353846153846154	65000	-0.0973291715417416	0.0987481408163128	0.0890847902097902	3	-0.227180393335547	0.0515939938643008	0.238701516469514
Acss1_Apoa2	0.189319945859826	0.152015409889709	0.000365079365079365	63000	0.0577485687510137	0.249850611564979	0.0908801498127341	1	-0.253225663387576	0.187569411546635	0.562332524290332
Cdt1_Gmnn	0.185998390049849	0.195714398288827	4e-04	65000	0.0977452682472098	0.292191764218228	0.0984666666666667	8	0.363975345236003	0.375629073754159	-0.133443312346101
Bub3_Tipin	0.182275675779781	0.0281843235963759	0.000415384615384615	65000	-0.071026205788179	0.127294848422419	0.101130177514793	4	-0.30064076351876	0.0869249344787751	0.140908801391049
Apom_Mcm7	0.183737232517916	-0.103813919433077	0.000435483870967742	62000	-0.203103781055744	-0.00523292404494763	0.102963942307692	1	-0.220975165894783	-0.320001431824785	0.097876413641363
Atp7a_Nt5e	0.184222342296945	0.0587804179059752	0.000446153846153846	65000	-0.0381559795481844	0.158312693405459	0.102963942307692	4	-0.178381409446661	0.142512786959011	0.29301960336128
Bex1_Ccnb1	0.184640035943775	0.0792882431743355	0.000430769230769231	65000	-0.0201652301465332	0.17682979188804	0.102963942307692	3	-0.217187808191873	0.0192459145205573	0.377499790484913
Dhfr_Psmf1	0.182800942177983	0.0735994679616138	0.000444444444444444	63000	-0.0252956760219812	0.170167297378573	0.102963942307692	2	-0.113840584024277	0.28563878718124	-0.276299262630023
Lpp_Orc6	0.184846790113178	0.0604230722884541	0.000446153846153846	65000	-0.0381559795481844	0.158312693405459	0.102963942307692	4	-0.37381544699095	0.0258766131307135	0.125377877751382
Apoa2_Igf2r	0.183026208830826	-0.0650739910052437	0.00046875	64000	-0.161249399707619	0.033877339285077	0.105970982142857	5	0.11078390593587	-0.207714307193667	0.269360610270995
Gpx1_Nt5e	0.180591568867725	0.0337476513947102	0.000467741935483871	62000	-0.0626701711844816	0.127294848422419	0.105970982142857	4	-0.164634537491312	0.108781367811849	0.301010038411542
Acss1_Arhgap5	0.181446187055112	-0.0111538653175357	0.000523076923076923	65000	-0.109647400888592	0.0888365582742111	0.106998579545455	2	0.217787897583712	0.0392766401037846	-0.421608910473472
Acss1_H3f3b	0.183990004439921	0.112547356398931	0.00053125	64000	0.0158947174623861	0.212309324347294	0.106998579545455	4	-0.246147175905507	0.14267311393575	0.274736148491915
Apoa2_Apom	0.10062164422424	0.851594471974164	5e-04	1000	0.851594471974164	0.851594471974164	0.106998579545455	6	0.524736835742901	0.889704291189376	0.829446950850688
Eno1b_Gnb1	0.160037987143691	-0.465139400347224	5e-04	1000	-0.465139400347224	-0.465139400347224	0.106998579545455	3	-0.591903090774575	-0.595030084266865	-0.16330520550833
Fam107b_Znrf3	0.180668046131378	-0.00950060974510852	0.00053125	64000	-0.108248750561421	0.0888365582742111	0.106998579545455	5	0.188901012542295	-0.146197638526436	0.140737170816069
